0.2980, 417 
0.3388, 417 
1.0372, 417 
2.9782, 417 
3.1868, 417 
3.2549, 297 
3.2912, 417 
3.5361, 417 
4.0531, 417 
4.2934, 417 
4.9556, 297 
5.0236, 297 
7.4952, 417 
8.2390, 297 
8.7651, 297 
9.5224, 297 
9.6494, 417 
10.2617, 417 
10.5247, 417 
11.4136, 417 
11.5723, 417 
15.7810, 417 
15.9170, 417 
15.9850, 417 
16.3070, 417 
16.5973, 417 
16.7968, 417 
17.4635, 417 
17.5859, 417 
18.1846, 417 
18.7968, 297 
19.4635, 297 
19.5633, 297 
19.7719, 297 
20.2934, 417 
21.2277, 417 
21.2776, 417 
21.4499, 417 
22.0168, 417 
22.3342, 417 
22.8286, 297 
23.4726, 297 
23.5950, 417 
24.3342, 417 
25.2231, 417 
25.3048, 417 
25.5678, 417 
26.3252, 417 
26.5519, 417 
26.7107, 417 
26.9193, 417 
27.1868, 417 
27.3184, 297 
27.6041, 297 
27.7401, 297 
28.3433, 417 
29.2005, 417 
29.5134, 417 
30.0893, 417 
30.3660, 417 
30.5474, 417 
30.6517, 417 
31.1188, 417 
31.4227, 417 
31.5497, 417 
31.7991, 417 
32.0122, 417 
32.2798, 417 
32.8014, 417 
33.4680, 417 
34.0077, 417 
34.3070, 417 
34.6698, 417 
34.8059, 297 
35.2866, 297 
35.4590, 297 
35.7719, 297 
36.2844, 297 
37.1007, 297 
37.2005, 417 
37.3229, 417 
37.6313, 167 
38.1029, 417 
38.1710, 417 
38.8422, 417 
39.4408, 417 
39.5814, 417 
39.8036, 417 
40.3070, 417 
41.2322, 417 
41.5315, 417 
41.9533, 417 
42.0576, 417 
42.3388, 417 
42.5202, 417 
42.8422, 417 
42.9193, 417 
43.0463, 417 
43.2141, 417 
43.4952, 417 
43.6132, 417 
44.3206, 417 
44.8240, 417 
45.2322, 417 
45.3410, 417 
45.5361, 417 
45.7900, 417 
46.2980, 417 
46.5156, 417 
47.2322, 417 
47.4952, 417 
48.1211, 417 
48.3116, 417 
49.1007, 417 
49.1687, 417 
49.5723, 417 
49.8036, 417 
50.0304, 417 
50.3070, 417 
50.7515, 417 
51.0508, 417 
51.1642, 417 
51.3365, 297 
51.5678, 297 
52.0803, 417 
52.1392, 417 
52.3478, 417 
52.6517, 417 
52.7878, 417 
53.0145, 417 
53.0463, 417 
53.2322, 417 
53.4408, 417 
53.6540, 417 
54.2889, 417 
54.4340, 297 
54.9193, 297 
55.0009, 297 
55.0735, 297 
55.2685, 297 
55.5361, 297 
56.0077, 417 
56.3252, 417 
56.6744, 417 
56.8150, 417 
56.8785, 417 
57.3365, 417 
57.8127, 417 
57.8807, 417 
58.0485, 417 
58.3252, 417 
58.7741, 417 
58.9510, 417 
59.2503, 417 
59.3683, 297 
59.5270, 417 
60.2798, 297 
61.0372, 417 
61.2866, 297 
61.5678, 297 
61.9624, 297 
62.0893, 297 
62.5293, 297 
63.0735, 417 
63.4091, 417 
63.5723, 417 
64.0349, 417 
64.3478, 417 
64.8240, 297 
65.3184, 297 
65.7719, 417 
66.0485, 417 
66.3977, 417 
66.5655, 167 
66.8694, 417 
67.0236, 417 
67.1823, 417 
