1.9533, 167 
2.3977, 167 
3.1687, 167 
3.9488, 167 
4.7243, 167 
5.3955, 167 
5.4952, 167 
5.8807, 167 
6.2662, 167 
6.5610, 297 
6.6608, 167 
7.0417, 167 
7.8308, 167 
8.2027, 167 
8.5973, 167 
9.3637, 167 
10.1392, 297 
10.5338, 297 
10.9147, 297 
11.5905, 297 
11.9760, 297 
12.0757, 297 
12.4658, 167 
12.5655, 297 
12.7560, 297 
12.8603, 167 
13.0463, 167 
13.1415, 297 
13.2367, 297 
13.3365, 297 
13.6268, 297 
13.8218, 297 
13.9170, 297 
14.2073, 167 
14.7878, 417 
15.5542, 417 
16.3297, 417 
17.1052, 417 
17.8807, 417 
18.6562, 417 
19.4272, 417 
20.2027, 417 
20.3977, 417 
20.9737, 417 
21.7492, 417 
22.1392, 417 
22.5202, 417 
23.2957, 417 
24.0712, 417 
24.4612, 417 
24.8467, 167 
25.4363, 40 
25.6268, 167 
26.0032, 167 
26.1982, 167 
26.5837, 167 
26.7787, 167 
27.1642, 167 
28.7152, 167 
29.4862, 167 
30.2662, 167 
31.0417, 167 
31.8218, 297 
32.5927, 417 
33.3592, 417 
33.7492, 417 
34.1392, 417 
34.5247, 417 
34.9147, 417 
35.6766, 417 
36.4567, 417 
37.0417, 417 
37.2367, 167 
38.0032, 167 
38.7878, 167 
39.5542, 167 
40.3433, 167 
42.6562, 167 
43.0508, 167 
43.4408, 167 
43.8263, 167 
44.2118, 167 
44.7923, 167 
44.9828, 167 
45.7537, 167 
46.1302, 167 
46.5156, 167 
47.3093, 167 
48.0803, 167 
48.8376, 167 
49.4499, 167 
49.6132, 167 
50.3977, 167 
50.9828, 167 
51.1823, 167 
51.9397, 167 
53.4907, 167 
54.4476, 167 
55.0463, 167 
58.1302, 167 
58.9057, 167 
59.2957, 167 
59.8626, 167 
61.8036, 167 
62.1982, 167 
62.5837, 167 
64.5247, 167 
64.9057, 167 
65.4590, 167 
66.8558, 167 
67.2458, 167 
68.0168, 167 
68.7968, 167 
70.3342, 167 
70.7197, 167 
73.0508, 167 
73.4363, 167 
73.6086, 167 
73.8218, 297 
74.2027, 167 
74.9646, 167 
77.3002, 167 
77.6721, 167 
78.4476, 167 
78.8376, 167 
79.2322, 167 
79.6268, 167 
82.3297, 167 
84.4748, 167 
84.8558, 167 
86.0077, 167 
86.3932, 167 
86.7787, 167 
87.1642, 167 
87.5542, 167 
87.9351, 167 
88.3297, 167 
89.1007, 167 
89.4907, 167 
89.8807, 167 
90.2662, 167 
91.4091, 167 
93.9261, 167 
94.0349, 297 
94.1302, 297 
94.3252, 297 
94.5066, 297 
94.9057, 297 
95.0916, 167 
95.4680, 167 
96.2481, 167 
96.6381, 167 
97.8036, 167 
98.1891, 167 
98.5746, 167 
98.9601, 167 
99.3410, 167 
99.7265, 167 
100.5111, 167 
101.6812, 417 
102.0757, 417 
102.4476, 417 
102.8376, 417 
103.2322, 417 
